Accession 	Parent Location 	Collected Location 	Method 	Order	Gene attempts	28S attempt	COI attempt	LCA order, if available	Combined order
NZAC03009234	LB1 	Subplot L 	Invertebrate Pitfall Trap 	Insecta	Both	28S	COI	Diptera	Diptera
NZAC03009235	LB1 	Subplot L 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI	Amphipoda	Amphipoda
NZAC03009236	LB1 	Subplot L 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03009237	LB1 	Subplot L 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI	Amphipoda	Amphipoda
NZAC03009238	LB1 	Subplot L 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03009239	LB1 	Subplot L 	Invertebrate Pitfall Trap 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03009240	LB1 	Subplot L 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03009241	LB1 	Subplot L 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03009242	LB1 	Subplot L 	Invertebrate Pitfall Trap 	Insecta	Both	28S	COI	Lepidoptera	Lepidoptera
NZAC03009243	LB1 	Subplot L 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03009244	LB1 	Subplot L 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03009245	LB1 	Subplot L 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI		Amphipoda
NZAC03009246	LB1 	Subplot O 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI	Amphipoda	Amphipoda
NZAC03009247	LB1 	Subplot L 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI	Amphipoda	Amphipoda
NZAC03009248	LB1 	Subplot L 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03009249	LB1 	Subplot L 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03009250	LB1 	Subplot L 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03009251	LB1 	Subplot L 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03009252	LB1 	Subplot L 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03009253	LB1 	Subplot L 	Invertebrate Pitfall Trap 	Araneae	Both	28S	COI	Araneae	Araneae
NZAC03009254	LB1 	Subplot L 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI	Amphipoda	Amphipoda
NZAC03009255	LB1 	Subplot L 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03009256	LB1 	Subplot L 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03009257	LB1 	Subplot L 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03009258	LB1 	Subplot O 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI	Amphipoda	Amphipoda
NZAC03009259	LB1 	Subplot L 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03009260	LB1 	Subplot L 	Invertebrate Pitfall Trap 	Diplopoda	Both	28S	COI		Diplopoda
NZAC03009261	LB1 	Subplot O 	Invertebrate Pitfall Trap 	Orthoptera	Both	28S	COI	Orthoptera	Orthoptera
NZAC03009262	LB1 	Subplot L 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI	Amphipoda	Amphipoda
NZAC03009263	LB1 	Subplot O 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI	Amphipoda	Amphipoda
NZAC03009264	LB1 	Subplot L 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03009265	LB1 	Subplot O 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI	Amphipoda	Amphipoda
NZAC03009266	LB1 	Subplot O 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI	Amphipoda	Amphipoda
NZAC03009267	LB1 	Subplot L 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03009268	LB1 	Subplot O 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03009270	Plot 7 	Subplot M 	Leaf Litter Collection 	Diptera	Both	28S	COI		Diptera
NZAC03009273	Plot 7 	Subplot M 	Leaf Litter Collection 	Lepidoptera	Both	28S	COI	Lepidoptera	Lepidoptera
NZAC03009276	Plot 7 	Subplot M 	Leaf Litter Collection 	Gastropoda	Both	28S	COI	(Gastropoda)	(Gastropoda)
NZAC03009277	Plot 7 	Subplot M 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03009279	Plot 7 	Subplot M 	Leaf Litter Collection 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03009280	Plot 7 	Subplot M 	Leaf Litter Collection 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03009281	LB1 	Subplot L 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI		Hymenoptera
NZAC03009286	Plot 7 	Subplot M 	Leaf Litter Collection 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03009287	Plot 7 	Subplot M 	Leaf Litter Collection 	Gastropoda	Both	28S	COI	(Gastropoda)	(Gastropoda)
NZAC03009291	Plot 7 	Subplot M 	Leaf Litter Collection 	Arthropoda	Both	28S	COI		Arthropoda
NZAC03009292	LB1 	Subplot L 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03009293	LB1 	Subplot L 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03009294	LB1 	Subplot O 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03009295	LB1 	Subplot L 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03009296	Plot 7 	Subplot M 	Leaf Litter Collection 	0	Both	28S	COI	(Endopterygota)	(Endopterygota)
NZAC03009297	LB1 	Subplot L 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03009298	LB1 	Subplot L 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03009299	Plot 7 	Subplot M 	Leaf Litter Collection 	0	Both	28S	COI	(Gastropoda)	(Gastropoda)
NZAC03009300	LB1 	Subplot L 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI	Amphipoda	Amphipoda
NZAC03009301	Plot 7 	Subplot M 	Leaf Litter Collection 	Arthropoda	Both	28S	COI		Arthropoda
NZAC03009302	LB1 	Subplot L 	Invertebrate Pitfall Trap 	Arthropoda	Both	28S	COI	Diptera	Diptera
NZAC03009303	LB1 	Subplot L 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03009304	LB1 	Subplot L 	Invertebrate Pitfall Trap 	Hemiptera	Both	28S	COI	Hemiptera	Hemiptera
NZAC03009305	LB1 	Subplot L 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI		Amphipoda
NZAC03009306	LB1 	Subplot L 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03009307	LB1 	Subplot L 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI		Amphipoda
NZAC03009308	LB1 	Subplot L 	Invertebrate Pitfall Trap 	Orthoptera	Both	28S	COI	Orthoptera	Orthoptera
NZAC03009309	LB1 	Subplot L 	Invertebrate Pitfall Trap 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03009310	LB1 	Subplot L 	Invertebrate Pitfall Trap 	Orthoptera	Both	28S	COI	Orthoptera	Orthoptera
NZAC03009311	LB1 	Subplot L 	Invertebrate Pitfall Trap 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03009313	Plot 7 	Subplot M 	Leaf Litter Collection 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03009314	LB1 	Subplot O 	Invertebrate Pitfall Trap 	Empty vial	Both	28S	COI		Empty vial
NZAC03009315	Plot 7 	Subplot M 	Leaf Litter Collection 	Empty vial	Both	28S	COI	(Gastropoda)	(Gastropoda)
NZAC03009316	LB1 	Subplot O 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI	Amphipoda	Amphipoda
NZAC03009319	Plot 7 	Subplot M 	Leaf Litter Collection 	Hemiptera	Both	28S	COI	Hemiptera	Hemiptera
NZAC03009320	LB1 	Subplot L 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI		Amphipoda
NZAC03009324	Plot 7 	Subplot M 	Leaf Litter Collection 	Gastropoda	Both	28S	COI	(Gastropoda)	(Gastropoda)
NZAC03009326	LB1 	Subplot L 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03009328	Plot 7 	Subplot M 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03009329	Plot 7 	Subplot M 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03009330	Plot 7 	Subplot M 	Leaf Litter Collection 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03009331	LB1 	Subplot L 	Invertebrate Pitfall Trap 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03009332	Plot 7 	Subplot M 	Leaf Litter Collection 	Gastropoda	Both	28S	COI	(Gastropoda)	(Gastropoda)
NZAC03009334	Plot 7 	Subplot M 	Leaf Litter Collection 	Isopoda	Both	28S	COI	Isopoda	Isopoda
NZAC03009335	CM30c30 	Subplot I 	Invertebrate Pitfall Trap 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03009336	CM30c30 	Subplot I 	Invertebrate Pitfall Trap 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03009337	CM30c30 	Subplot I 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI		Amphipoda
NZAC03009338	CM30c30 	Subplot I 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI		Hymenoptera
NZAC03009339	CM30c30 	Subplot I 	Invertebrate Pitfall Trap 	Hemiptera	Both	28S	COI	Hemiptera	Hemiptera
NZAC03009340	CM30c30 	Subplot I 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI	Amphipoda	Amphipoda
NZAC03009341	CM30c30 	Subplot I 	Invertebrate Pitfall Trap 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03009342	CM30c30 	Subplot I 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03009343	CM30c30 	Subplot I 	Invertebrate Pitfall Trap 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03009344	CM30c30 	Subplot I 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI		Amphipoda
NZAC03009345	CM30c30 	Subplot I 	Invertebrate Pitfall Trap 	Empty vial	Both	28S	COI	Diptera	Diptera
NZAC03009346	CM30c30 	Subplot I 	Invertebrate Pitfall Trap 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03009347	CM30c30 	Subplot I 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03009348	LB1 	Subplot O 	Invertebrate Pitfall Trap 	Orthoptera	Both	28S	COI	Orthoptera	Orthoptera
NZAC03009349	CM30c30 	Subplot I 	Invertebrate Pitfall Trap 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03009350	CM30c30 	Subplot I 	Invertebrate Pitfall Trap 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03009351	LB1 	Subplot O 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI	Amphipoda	Amphipoda
NZAC03009352	LB1 	Subplot O 	Invertebrate Pitfall Trap 	Insecta	Both	28S	COI	Diptera	Diptera
NZAC03009353	LB1 	Subplot O 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03009354	LB1 	Subplot O 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03009355	LB1 	Subplot O 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03009356	LB1 	Subplot O 	Invertebrate Pitfall Trap 	Hemiptera	Both	28S	COI	Hemiptera	Hemiptera
NZAC03010061	Plot 1 	Subplot L 	Leaf Litter Collection 	Arthropoda	28S only	28S		Lepidoptera	Lepidoptera
NZAC03010062	Plot 1 	Subplot L 	Leaf Litter Collection 	Insecta	28S only	28S		Lepidoptera	Lepidoptera
NZAC03010075	Plot 1 	Subplot L 	Leaf Litter Collection 	Arthropoda	28S only	28S			Arthropoda
NZAC03010080	Plot 1 	Subplot L 	Leaf Litter Collection 	Opiliones	28S only	28S		Opiliones	Opiliones
NZAC03010082	Plot 1 	Subplot L 	Leaf Litter Collection 	Coleoptera	28S only	28S		Coleoptera	Coleoptera
NZAC03010083	Plot 1 	Subplot L 	Leaf Litter Collection 	Coleoptera	28S only	28S		Coleoptera	Coleoptera
NZAC03010088	Plot 1 	Subplot L 	Leaf Litter Collection 	Insecta	28S only	28S			Insecta
NZAC03010090	Plot 1 	Subplot L 	Leaf Litter Collection 	Amphipoda	28S only	28S			Amphipoda
NZAC03010091	Plot 1 	Subplot L 	Leaf Litter Collection 	Insecta	28S only	28S			Insecta
NZAC03010096	Plot 1 	Subplot L 	Leaf Litter Collection 	Coleoptera	28S only	28S		Coleoptera	Coleoptera
NZAC03010100	Plot 1 	Subplot L 	Leaf Litter Collection 	Coleoptera	28S only	28S		Coleoptera	Coleoptera
NZAC03010101	Plot 1 	Subplot L 	Leaf Litter Collection 	Arthropoda	28S only	28S		Isopoda	Isopoda
NZAC03010103	Plot 1 	Subplot L 	Leaf Litter Collection 	Empty vial	28S only	28S		Lepidoptera	Lepidoptera
NZAC03010108	Plot 1 	Subplot L 	Leaf Litter Collection 	Lepidoptera	28S only	28S		Lepidoptera	Lepidoptera
NZAC03010109	Plot 1 	Subplot L 	Leaf Litter Collection 	Coleoptera	28S only	28S		Coleoptera	Coleoptera
NZAC03010119	Plot 1 	Subplot L 	Leaf Litter Collection 	Coleoptera	28S only	28S		Coleoptera	Coleoptera
NZAC03010123	Plot 1 	Subplot L 	Leaf Litter Collection 	Coleoptera	28S only	28S		Coleoptera	Coleoptera
NZAC03010130	Plot 1 	Subplot L 	Leaf Litter Collection 	Coleoptera	28S only	28S		Coleoptera	Coleoptera
NZAC03010131	Plot 1 	Subplot L 	Leaf Litter Collection 	Coleoptera	28S only	28S		Coleoptera	Coleoptera
NZAC03010133	Plot 1 	Subplot L 	Leaf Litter Collection 	Coleoptera	28S only	28S		Coleoptera	Coleoptera
NZAC03010134	Plot 1 	Subplot L 	Leaf Litter Collection 	Empty vial	28S only	28S		Hymenoptera	Hymenoptera
NZAC03010136	Plot 7 	Subplot M 	Leaf Litter Collection 	Diplopoda	Both	28S	COI	(Diplopoda)	(Diplopoda)
NZAC03010143	Plot 1 	Subplot L 	Leaf Litter Collection 	Coleoptera	28S only	28S			Coleoptera
NZAC03010144	Plot 7 	Subplot M 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03010146	Plot 7 	Subplot M 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03010147	Plot 7 	Subplot M 	Leaf Litter Collection 	Diptera	Both	28S	COI		Diptera
NZAC03010149	Plot 7 	Subplot M 	Leaf Litter Collection 	Arthropoda	Both	28S	COI	(Arthropoda)	(Arthropoda)
NZAC03010150	Plot 7 	Subplot M 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03010151	Plot 7 	Subplot M 	Leaf Litter Collection 	Araneae	Both	28S	COI	Araneae	Araneae
NZAC03010152	Plot 7 	Subplot M 	Leaf Litter Collection 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03010157	Plot 7 	Subplot M 	Leaf Litter Collection 	Empty vial	Both	28S	COI		Empty vial
NZAC03010159	Plot 7 	Subplot M 	Leaf Litter Collection 	Araneae	Both	28S	COI	Araneae	Araneae
NZAC03010160	Plot 7 	Subplot M 	Leaf Litter Collection 	Gastropoda	Both	28S	COI	(Gastropoda)	(Gastropoda)
NZAC03010163	Plot 7 	Subplot M 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03010164	Plot 7 	Subplot M 	Leaf Litter Collection 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03010165	Plot 7 	Subplot M 	Leaf Litter Collection 	Empty vial	Both	28S	COI		Empty vial
NZAC03010166	Plot 7 	Subplot M 	Leaf Litter Collection 	Arthropoda	Both	28S	COI		Arthropoda
NZAC03010168	Plot 7 	Subplot M 	Leaf Litter Collection 	Gastropoda	Both	28S	COI	(Gastropoda)	(Gastropoda)
NZAC03010169	Plot 7 	Subplot M 	Leaf Litter Collection 	Gastropoda	Both	28S	COI	(Gastropoda)	(Gastropoda)
NZAC03010170	Plot 7 	Subplot M 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03010171	Plot 7 	Subplot M 	Leaf Litter Collection 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03010172	Plot 7 	Subplot M 	Leaf Litter Collection 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03010173	Plot 7 	Subplot M 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03010174	Plot 7 	Subplot M 	Leaf Litter Collection 	Isopoda	Both	28S	COI	Isopoda	Isopoda
NZAC03010176	Plot 7 	Subplot M 	Leaf Litter Collection 	Hemiptera	Both	28S	COI	Hemiptera	Hemiptera
NZAC03010177	Plot 7 	Subplot M 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03010178	Plot 7 	Subplot M 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03010179	Plot 7 	Subplot M 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03010181	Plot 7 	Subplot M 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03010182	Plot 7 	Subplot M 	Leaf Litter Collection 	Arthropoda	Both	28S	COI	(Arthropoda)	(Arthropoda)
NZAC03010183	Plot 7 	Subplot M 	Leaf Litter Collection 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03010186	Plot 7 	Subplot M 	Leaf Litter Collection 	Araneae	Both	28S	COI		Araneae
NZAC03010189	Plot 7 	Subplot M 	Leaf Litter Collection 	Amphipoda	Both	28S	COI	Amphipoda	Amphipoda
NZAC03010191	Plot 7 	Subplot M 	Leaf Litter Collection 	Empty vial	Both	28S	COI		Empty vial
NZAC03010192	Plot 7 	Subplot M 	Leaf Litter Collection 	Gastropoda	Both	28S	COI	(Gastropoda)	(Gastropoda)
NZAC03010195	Plot 7 	Subplot M 	Leaf Litter Collection 	Gastropoda	Both	28S	COI	(Gastropoda)	(Gastropoda)
NZAC03010196	Plot 7 	Subplot M 	Leaf Litter Collection 	Diptera	Both	28S	COI		Diptera
NZAC03010197	Plot 7 	Subplot M 	Leaf Litter Collection 	Hemiptera	Both	28S	COI	Hemiptera	Hemiptera
NZAC03010200	Plot 7 	Subplot M 	Leaf Litter Collection 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03010201	Plot 7 	Subplot M 	Leaf Litter Collection 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03010202	Plot 7 	Subplot M 	Leaf Litter Collection 	Diptera	Both	28S	COI		Diptera
NZAC03010209	Plot 7 	Subplot M 	Leaf Litter Collection 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03010210	Plot 7 	Subplot M 	Leaf Litter Collection 	Hemiptera	Both	28S	COI	Hemiptera	Hemiptera
NZAC03010211	Plot 7 	Subplot M 	Leaf Litter Collection 	Lepidoptera	Both	28S	COI	Lepidoptera	Lepidoptera
NZAC03010214	Plot 7 	Subplot M 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03010221	Plot 1 	Subplot L 	Leaf Litter Collection 	Coleoptera	28S only	28S		Coleoptera	Coleoptera
NZAC03010224	Plot 1 	Subplot L 	Leaf Litter Collection 	Insecta	28S only	28S			Insecta
NZAC03010228	Plot 1 	Subplot L 	Leaf Litter Collection 	Coleoptera	28S only	28S			Coleoptera
NZAC03010229	Plot 1 	Subplot L 	Leaf Litter Collection 	Coleoptera	28S only	28S			Coleoptera
NZAC03010258	Plot 1 	Subplot L 	Leaf Litter Collection 	Lepidoptera	Both	28S	COI		Lepidoptera
NZAC03010259	Plot 1 	Subplot L 	Leaf Litter Collection 	Lepidoptera	Both	28S	COI	Lepidoptera	Lepidoptera
NZAC03010260	Plot 1 	Subplot L 	Leaf Litter Collection 	Lepidoptera	Both	28S	COI	Lepidoptera	Lepidoptera
NZAC03010261	Plot 1 	Subplot L 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03010263	Plot 1 	Subplot L 	Leaf Litter Collection 	Isopoda	Both	28S	COI		Isopoda
NZAC03010266	Plot 1 	Subplot L 	Leaf Litter Collection 	Arthropoda	Both	28S	COI		Arthropoda
NZAC03010267	Plot 1 	Subplot L 	Leaf Litter Collection 	Arthropoda	Both	28S	COI	Lepidoptera	Lepidoptera
NZAC03010270	Plot 1 	Subplot L 	Leaf Litter Collection 	Araneae	Both	28S	COI	Araneae	Araneae
NZAC03010272	Plot 1 	Subplot L 	Leaf Litter Collection 	Hymenoptera	Both	28S	COI		Hymenoptera
NZAC03010273	Plot 1 	Subplot L 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03010280	Plot 1 	Subplot L 	Leaf Litter Collection 	Amphipoda	Both	28S	COI		Amphipoda
NZAC03010282	Plot 1 	Subplot L 	Leaf Litter Collection 	Insecta	Both	28S	COI	Lepidoptera	Lepidoptera
NZAC03010283	Plot 1 	Subplot L 	Leaf Litter Collection 	Empty vial	Both	28S	COI	Lepidoptera	Lepidoptera
NZAC03010284	Plot 1 	Subplot L 	Leaf Litter Collection 	Arthropoda	Both	28S	COI	Lepidoptera	Lepidoptera
NZAC03010285	Plot 1 	Subplot L 	Leaf Litter Collection 	Amphipoda	Both	28S	COI		Amphipoda
NZAC03010286	Plot 1 	Subplot L 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03010288	Plot 1 	Subplot L 	Leaf Litter Collection 	Lepidoptera	Both	28S	COI	Lepidoptera	Lepidoptera
NZAC03010291	Plot 1 	Subplot L 	Leaf Litter Collection 	Empty vial	Both	28S	COI		Empty vial
NZAC03010293	Plot 1 	Subplot L 	Leaf Litter Collection 	Gastropoda	Both	28S	COI		Gastropoda
NZAC03010295	Plot 1 	Subplot L 	Leaf Litter Collection 	Empty vial	Both	28S	COI	(Gastropoda)	(Gastropoda)
NZAC03010296	Plot 1 	Subplot L 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03010298	Plot 1 	Subplot L 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03010301	Plot 1 	Subplot L 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03010302	Plot 1 	Subplot L 	Leaf Litter Collection 	Diplopoda	Both	28S	COI		Diplopoda
NZAC03010306	Plot 7 	Subplot M 	Leaf Litter Collection 	Empty vial	Both	28S	COI		Empty vial
NZAC03010308	Plot 7 	Subplot M 	Leaf Litter Collection 	Empty vial	Both	28S	COI		Empty vial
NZAC03010310	Plot 7 	Subplot M 	Leaf Litter Collection 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03010311	Plot 7 	Subplot M 	Leaf Litter Collection 	Insecta	Both	28S	COI	Diptera	Diptera
NZAC03010312	Plot 7 	Subplot M 	Leaf Litter Collection 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03010319	Plot 7 	Subplot M 	Leaf Litter Collection 	Gastropoda	Both	28S	COI	(Gastropoda)	(Gastropoda)
NZAC03010320	Plot 7 	Subplot M 	Leaf Litter Collection 	Amphipoda	Both	28S	COI	Amphipoda	Amphipoda
NZAC03010322	Plot 7 	Subplot M 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03010323	Plot 7 	Subplot M 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03010325	Plot 7 	Subplot M 	Leaf Litter Collection 	Empty vial	Both	28S	COI		Empty vial
NZAC03010326	Plot 7 	Subplot M 	Leaf Litter Collection 	Diptera	Both	28S	COI		Diptera
NZAC03010328	Plot 7 	Subplot M 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03010331	Plot 7 	Subplot M 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03010334	Plot 7 	Subplot M 	Leaf Litter Collection 	Gastropoda	Both	28S	COI	(Gastropoda)	(Gastropoda)
NZAC03010336	Plot 7 	Subplot M 	Leaf Litter Collection 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03010337	Plot 7 	Subplot M 	Leaf Litter Collection 	Hemiptera	Both	28S	COI		Hemiptera
NZAC03010339	Plot 7 	Subplot M 	Leaf Litter Collection 	Gastropoda	Both	28S	COI		Gastropoda
NZAC03010340	Plot 7 	Subplot M 	Leaf Litter Collection 	Isopoda	Both	28S	COI		Isopoda
NZAC03010343	Plot 7 	Subplot M 	Leaf Litter Collection 	Isopoda	Both	28S	COI	Isopoda	Isopoda
NZAC03010344	Plot 7 	Subplot M 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03010347	Plot 7 	Subplot M 	Leaf Litter Collection 	Gastropoda	Both	28S	COI	(Gastropoda)	(Gastropoda)
NZAC03010348	Plot 7 	Subplot M 	Leaf Litter Collection 	Gastropoda	Both	28S	COI	(Gastropoda)	(Gastropoda)
NZAC03010351	Plot 7 	Subplot M 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03010352	Plot 7 	Subplot M 	Leaf Litter Collection 	Diptera	Both	28S	COI		Diptera
NZAC03010354	Plot 7 	Subplot M 	Leaf Litter Collection 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03010355	Plot 7 	Subplot M 	Leaf Litter Collection 	Diptera	Both	28S	COI		Diptera
NZAC03010356	Plot 7 	Subplot M 	Leaf Litter Collection 	Thysanoptera	Both	28S	COI	Thysanoptera	Thysanoptera
NZAC03010358	Plot 7 	Subplot M 	Leaf Litter Collection 	Gastropoda	Both	28S	COI		Gastropoda
NZAC03010359	Plot 7 	Subplot M 	Leaf Litter Collection 	Hemiptera	Both	28S	COI		Hemiptera
